invoice_id,vendor,category,amount_czk,issued_on,due_on,po_number,cost_center,approver,is_anomaly,anomaly_type
INV-000236,PwC Česká republika,consulting,85325.74,2025-06-02,2025-06-25,PO-79204,CC-260,jnovak,0,
INV-000237,KPMG Česká republika,consulting,37644.91,2025-01-21,2025-02-20,PO-44418,CC-141,kvarga,0,
INV-000238,Microsoft Ireland Operations,cloud,47355.66,2025-10-13,2025-11-02,PO-65322,CC-180,ldvorak,0,
INV-000239,O2 Czech Republic,telecom,11992.99,2025-03-19,2025-04-28,PO-79674,CC-150,tklimes,0,
INV-000240,ČSA a.s.,travel,21784.4,2025-01-09,2025-02-07,PO-51730,CC-273,tklimes,0,
INV-000241,ČSA a.s.,travel,26172.83,2025-05-06,2025-06-14,PO-45989,CC-330,ldvorak,0,
INV-000242,Booking.com,travel,14966.26,2025-07-21,2025-08-26,PO-32881,CC-127,jnovak,0,
INV-000243,Red Hat Czech s.r.o.,software,100510.12,2025-07-04,2025-07-18,PO-67625,CC-197,tklimes,0,
INV-000244,Red Hat Czech s.r.o.,software,87063.85,2025-08-29,2025-09-18,PO-67539,CC-384,kvarga,0,
INV-000245,Manpower Group s.r.o.,hr_services,124702.69,2025-07-09,2025-08-21,PO-21171,CC-396,kvarga,0,
INV-000246,ČSA a.s.,travel,12576.57,2025-07-07,2025-08-13,PO-51755,CC-393,kvarga,0,
INV-000247,PPL CZ s.r.o.,logistics,9320.27,2025-11-27,2026-01-07,PO-54144,CC-245,kvarga,0,
INV-000248,DHL Express,logistics,10742.04,2025-11-25,2025-12-18,PO-70872,CC-147,kvarga,0,
INV-000249,Google Cloud EMEA,cloud,256083.21,2025-01-31,2025-02-16,PO-63099,CC-203,msrnec,1,amount_outlier
INV-000250,KPMG Česká republika,consulting,96304.13,2025-07-16,2025-07-30,PO-19697,CC-351,tklimes,0,
INV-000251,Engie Services a.s.,facility,29508.56,2025-08-06,2025-09-12,,CC-156,ldvorak,0,
INV-000252,Office Depot s.r.o.,office_supply,3382.36,2025-01-14,2025-02-21,PO-28863,CC-380,kvarga,0,
INV-000253,KPMG Česká republika,consulting,106180.96,2025-04-04,2025-05-16,PO-83914,CC-135,jnovak,0,
INV-000254,Havel & Partners,legal,78080.87,2025-08-14,2025-09-01,PO-92368,CC-367,kvarga,0,
INV-000255,Red Hat Czech s.r.o.,software,82355.04,2025-03-05,2025-04-04,PO-15321,CC-186,jnovak,0,
INV-000256,Booking.com,travel,500.0,2025-03-24,2025-05-03,PO-59370,CC-367,tklimes,0,
INV-000257,Lagardère Travel Retail,travel,26107.2,2025-07-18,2025-08-22,,CC-292,kvarga,0,
INV-000258,T-Mobile Czech Republic,telecom,7408.58,2025-04-30,2025-05-16,PO-43953,CC-149,jnovak,0,
INV-000259,Alza.cz a.s.,office_supply,8748.3,2025-12-05,2025-12-22,PO-79488,CC-345,tklimes,0,
INV-000260,Manpower Group s.r.o.,hr_services,87541.33,2025-01-31,2025-03-14,PO-34736,CC-306,tklimes,0,
INV-000261,Microsoft Ireland Operations,cloud,36880.43,2025-10-22,2025-11-20,PO-35585,CC-181,ldvorak,0,
INV-000262,PwC Česká republika,consulting,52287.26,2025-10-13,2025-11-22,PO-54597,CC-159,kvarga,0,
INV-000263,Pražská plynárenská a.s.,utilities,15580.11,2025-08-26,2025-10-08,PO-54097,CC-238,msrnec,0,
INV-000264,PwC Česká republika,consulting,79547.85,2025-01-28,2025-03-06,PO-53281,CC-201,kvarga,0,
INV-000265,PPL CZ s.r.o.,logistics,8524.69,2025-06-09,2025-07-18,PO-47368,CC-211,tklimes,0,
INV-000266,Havel & Partners,legal,81463.64,2025-12-08,2026-01-16,PO-42163,CC-345,jnovak,0,
INV-000267,PwC Česká republika,consulting,89331.17,2025-09-23,2025-10-23,PO-60135,CC-154,tklimes,0,
INV-000268,Pražská plynárenská a.s.,utilities,16650.7,2025-07-14,2025-08-01,PO-26801,CC-399,ldvorak,0,
INV-000269,Google Cloud EMEA,cloud,41187.03,2025-05-13,2025-05-28,PO-49866,CC-291,msrnec,0,
INV-000270,Manpower Group s.r.o.,hr_services,81663.19,2025-12-17,2026-01-29,PO-46612,CC-205,msrnec,0,
INV-000271,O2 Czech Republic,telecom,12475.06,2025-12-29,2026-01-20,PO-74111,CC-228,tklimes,0,
INV-000272,Grafton Recruitment,hr_services,86221.84,2025-06-25,2025-07-22,PO-42549,CC-339,tklimes,0,
INV-000273,Kinstellar s.r.o.,legal,59997.96,2025-10-21,2025-11-15,PO-63971,CC-164,tklimes,0,
INV-000274,O2 Czech Republic,telecom,9470.5,2025-09-22,2025-10-23,PO-51004,CC-295,ldvorak,0,
INV-000275,Engie Services a.s.,facility,38354.92,2025-09-18,2025-10-13,PO-45479,CC-220,msrnec,0,
INV-000276,Kinstellar s.r.o.,legal,69266.25,2025-05-02,2025-05-17,PO-69793,CC-178,msrnec,0,
INV-000277,Red Hat Czech s.r.o.,software,110587.16,2025-09-17,2025-10-24,PO-89558,CC-379,tklimes,0,
INV-000278,Google Cloud EMEA,cloud,43971.06,2025-10-27,2025-11-10,,CC-218,ldvorak,0,
INV-000279,JetBrains s.r.o.,software,9198.18,2025-05-30,2025-06-18,PO-78816,CC-287,kvarga,0,
INV-000280,Booking.com,travel,6131.24,2025-10-29,2025-12-10,PO-99755,CC-336,ldvorak,0,
INV-000281,Deloitte Advisory s.r.o.,consulting,56750.1,2025-12-05,2025-12-28,PO-30853,CC-204,tklimes,0,
INV-000282,PPL CZ s.r.o.,logistics,7110.59,2025-03-26,2025-05-05,PO-52141,CC-309,ldvorak,0,
INV-000283,PPL CZ s.r.o.,logistics,8324.72,2025-10-27,2025-12-06,PO-66987,CC-171,ldvorak,0,
INV-000284,Red Hat Czech s.r.o.,software,90838.95,2025-06-11,2025-07-14,PO-76200,CC-302,tklimes,0,
INV-000285,KPMG Česká republika,consulting,80453.9,2025-03-07,2025-03-22,PO-24170,CC-336,tklimes,0,
INV-000286,ČSA a.s.,travel,11488.4,2025-10-14,2025-11-26,PO-32542,CC-227,tklimes,0,
INV-000287,Kinstellar s.r.o.,legal,68443.81,2025-03-25,2025-04-09,,CC-302,jnovak,0,
INV-000288,DHL Express,logistics,11301.23,2025-01-16,2025-02-16,PO-50940,CC-124,tklimes,0,
INV-000289,JetBrains s.r.o.,software,7924.76,2025-09-15,2025-10-15,PO-27707,CC-360,tklimes,0,
INV-000290,PwC Česká republika,consulting,77930.92,2025-10-06,2025-10-30,PO-28724,CC-314,kvarga,0,
INV-000291,Havel & Partners,legal,38918.16,2025-12-05,2025-12-29,PO-11206,CC-166,ldvorak,0,
INV-000292,Deloitte Advisory s.r.o.,consulting,129589.73,2025-04-03,2025-04-28,,CC-285,jnovak,1,missing_po
INV-000293,ČSA a.s.,travel,20575.4,2025-06-26,2025-07-15,PO-27611,CC-135,jnovak,0,
INV-000294,T-Mobile Czech Republic,telecom,6046.3,2025-09-08,2025-09-30,PO-80767,CC-375,tklimes,0,
INV-000295,Microsoft Ireland Operations,cloud,100000.0,2025-09-16,2025-10-26,PO-30188,CC-217,jnovak,1,round_sum
INV-000296,Makro Cash & Carry,catering,13380.89,2025-07-10,2025-08-01,PO-54924,CC-107,ldvorak,0,
INV-000297,Makro Cash & Carry,catering,1508.34,2025-10-03,2025-11-03,PO-10984,CC-159,ldvorak,0,
INV-000298,PwC Česká republika,consulting,108756.57,2025-09-22,2025-10-10,PO-23203,CC-379,ldvorak,0,
INV-000299,PPL CZ s.r.o.,logistics,5798.99,2025-05-19,2025-06-09,PO-36718,CC-301,jnovak,0,
INV-000300,ČSA a.s.,travel,27805.58,2025-10-21,2025-12-01,PO-19006,CC-211,jnovak,0,
INV-000301,Booking.com,travel,500.0,2025-02-11,2025-03-02,PO-54650,CC-147,tklimes,0,
INV-000302,Alza.cz a.s.,office_supply,5060.7,2025-06-28,2025-07-21,PO-67106,CC-296,msrnec,1,off_hours
INV-000303,Makro Cash & Carry,catering,8954.01,2025-09-10,2025-09-26,PO-57834,CC-364,ldvorak,0,
INV-000304,ČEZ Distribuce a.s.,utilities,35240.99,2025-11-13,2025-11-30,PO-65701,CC-280,tklimes,0,
INV-000305,Office Depot s.r.o.,office_supply,4684.43,2025-07-25,2025-08-18,PO-19716,CC-247,jnovak,0,
INV-000306,Grafton Recruitment,hr_services,57521.67,2025-03-07,2025-04-18,PO-80316,CC-201,tklimes,0,
INV-000307,AWS EMEA SARL,cloud,50292.45,2025-11-24,2025-12-19,PO-22132,CC-268,kvarga,0,
INV-000308,T-Mobile Czech Republic,telecom,7558.95,2025-11-07,2025-11-30,PO-24674,CC-106,tklimes,0,
INV-000309,Alza.cz a.s.,office_supply,3331.2,2025-06-04,2025-07-15,PO-32859,CC-384,msrnec,0,
INV-000310,Grafton Recruitment,hr_services,64501.23,2025-09-26,2025-10-28,PO-54621,CC-374,ldvorak,0,
INV-000311,Red Hat Czech s.r.o.,software,105723.91,2025-05-28,2025-07-07,PO-37913,CC-389,jnovak,0,
INV-000312,KPMG Česká republika,consulting,78269.81,2025-05-07,2025-06-04,PO-25602,CC-114,kvarga,0,
INV-000313,Manpower Group s.r.o.,hr_services,116789.91,2025-02-24,2025-03-29,PO-75098,CC-142,msrnec,0,
INV-000314,O2 Czech Republic,telecom,12909.46,2025-05-23,2025-06-15,PO-64533,CC-315,msrnec,0,
INV-000315,PPL CZ s.r.o.,logistics,8943.36,2025-09-23,2025-10-10,PO-26004,CC-353,kvarga,0,
INV-000316,ČSA a.s.,travel,12371.05,2025-04-22,2025-05-06,PO-45407,CC-258,msrnec,0,
INV-000317,KPMG Česká republika,consulting,73370.46,2025-04-23,2025-05-26,PO-18522,CC-294,jnovak,0,
INV-000318,AWS EMEA SARL,cloud,28222.4,2025-04-22,2025-05-07,,CC-387,msrnec,0,
INV-000319,Microsoft Ireland Operations,cloud,22770.41,2025-11-13,2025-12-23,PO-72942,CC-296,jnovak,0,
INV-000320,PwC Česká republika,consulting,89413.44,2025-08-13,2025-09-26,PO-62973,CC-121,ldvorak,0,
INV-000321,Kinstellar s.r.o.,legal,56307.76,2025-04-19,2025-05-23,PO-65112,CC-259,ldvorak,1,off_hours
INV-000322,Office Depot s.r.o.,office_supply,4184.71,2025-09-22,2025-11-04,PO-80986,CC-251,ldvorak,0,
INV-000323,Google Cloud EMEA,cloud,33375.77,2025-11-14,2025-12-14,PO-18290,CC-320,kvarga,0,
INV-000324,KPMG Česká republika,consulting,57775.04,2025-04-30,2025-05-17,PO-55716,CC-269,tklimes,0,
INV-000325,AWS EMEA SARL,cloud,42596.94,2025-06-19,2025-07-19,PO-57169,CC-211,msrnec,0,
INV-000326,Deloitte Advisory s.r.o.,consulting,94324.64,2025-05-06,2025-05-25,PO-18712,CC-159,msrnec,0,
INV-000327,Deloitte Advisory s.r.o.,consulting,48864.23,2025-04-28,2025-05-29,PO-38198,CC-320,msrnec,0,
INV-000328,Manpower Group s.r.o.,hr_services,110824.75,2025-07-28,2025-08-28,PO-99183,CC-204,jnovak,0,
INV-000329,Havel & Partners,legal,74986.84,2025-11-05,2025-12-07,PO-10685,CC-295,jnovak,0,
INV-000330,PPL CZ s.r.o.,logistics,8841.73,2025-10-20,2025-11-24,PO-77100,CC-269,tklimes,0,
INV-000331,Deloitte Advisory s.r.o.,consulting,84379.57,2025-03-10,2025-04-09,PO-84101,CC-176,ldvorak,0,
INV-000332,PPL CZ s.r.o.,logistics,17240.02,2025-09-03,2025-10-07,PO-79567,CC-291,kvarga,0,
INV-000333,T-Mobile Czech Republic,telecom,8102.47,2025-05-22,2025-06-29,PO-12108,CC-194,kvarga,0,
INV-000334,Microsoft Ireland Operations,cloud,38686.55,2025-12-23,2026-01-16,PO-65754,CC-218,tklimes,0,
INV-000335,O2 Czech Republic,telecom,10370.23,2025-02-06,2025-03-06,PO-22774,CC-366,msrnec,0,
INV-000336,Havel & Partners,legal,87123.16,2025-03-07,2025-03-27,PO-72813,CC-391,ldvorak,0,
INV-000337,KPMG Česká republika,consulting,104749.65,2025-02-25,2025-04-03,PO-26133,CC-315,msrnec,0,
INV-000338,Google Cloud EMEA,cloud,41833.11,2025-03-13,2025-04-12,PO-49271,CC-374,jnovak,0,
INV-000339,ČSA a.s.,travel,5204.33,2025-09-16,2025-10-02,PO-26507,CC-354,tklimes,0,
INV-000340,Manpower Group s.r.o.,hr_services,102705.66,2025-10-17,2025-11-16,PO-50975,CC-224,ldvorak,0,
INV-000341,JetBrains s.r.o.,software,9015.36,2025-01-09,2025-02-16,PO-95036,CC-299,ldvorak,0,
INV-000342,Makro Cash & Carry,catering,1432.97,2025-08-25,2025-09-12,PO-86961,CC-123,msrnec,0,
INV-000343,Booking.com,travel,10970.92,2025-02-07,2025-03-03,PO-16085,CC-108,msrnec,0,
INV-000344,O2 Czech Republic,telecom,10898.73,2025-05-26,2025-06-26,PO-79437,CC-287,tklimes,0,
INV-000345,JetBrains s.r.o.,software,10113.43,2025-06-10,2025-07-10,PO-14490,CC-363,jnovak,0,
INV-000346,O2 Czech Republic,telecom,9219.62,2025-12-04,2026-01-16,,CC-227,jnovak,0,
INV-000347,Office Depot s.r.o.,office_supply,4377.16,2025-01-14,2025-01-31,PO-73273,CC-123,kvarga,0,
INV-000348,Alza.cz a.s.,office_supply,9257.5,2025-02-21,2025-03-10,PO-67330,CC-166,msrnec,0,
INV-000349,Office Depot s.r.o.,office_supply,6154.2,2025-05-13,2025-06-02,PO-56229,CC-140,msrnec,0,
INV-000350,O2 Czech Republic,telecom,11913.81,2025-03-12,2025-04-07,PO-44664,CC-202,jnovak,0,
INV-000351,PwC Česká republika,consulting,67892.43,2025-06-10,2025-06-28,PO-13252,CC-185,ldvorak,0,
INV-000352,ČSA a.s.,travel,26660.07,2025-05-02,2025-05-24,,CC-268,tklimes,0,
INV-000353,Google Cloud EMEA,cloud,33539.99,2025-04-15,2025-05-05,PO-36163,CC-358,kvarga,0,
INV-000354,Google Cloud EMEA,cloud,42316.12,2025-03-19,2025-04-14,PO-34622,CC-376,msrnec,0,
INV-000355,PwC Česká republika,consulting,83311.72,2025-01-06,2025-02-10,PO-55958,CC-293,tklimes,0,
INV-000356,Google Cloud EMEA,cloud,15196.25,2025-05-16,2025-06-26,PO-91108,CC-378,msrnec,0,
INV-000357,Red Hat Czech s.r.o.,software,109552.42,2025-01-21,2025-02-14,PO-22179,CC-159,kvarga,0,
INV-000358,AWS EMEA SARL,cloud,21292.38,2025-02-14,2025-03-06,PO-51904,CC-372,ldvorak,0,
INV-000359,Havel & Partners,legal,31564.11,2025-02-28,2025-04-01,PO-22042,CC-175,msrnec,0,
INV-000360,O2 Czech Republic,telecom,10842.65,2025-05-23,2025-06-28,PO-23052,CC-312,ldvorak,0,
INV-000361,Engie Services a.s.,facility,35592.1,2025-08-20,2025-09-30,PO-84391,CC-123,jnovak,0,
INV-000362,JetBrains s.r.o.,software,9969.06,2025-01-11,2025-01-27,PO-91150,CC-394,ldvorak,1,off_hours
INV-000363,Manpower Group s.r.o.,hr_services,104221.57,2025-04-29,2025-05-25,PO-68931,CC-313,jnovak,0,
INV-000364,Kinstellar s.r.o.,legal,39336.9,2025-05-20,2025-06-30,PO-14999,CC-382,tklimes,0,
INV-000365,Engie Services a.s.,facility,23280.51,2025-05-06,2025-05-31,PO-57263,CC-207,jnovak,0,
INV-000366,KPMG Česká republika,consulting,95525.05,2025-01-24,2025-02-28,PO-15995,CC-156,ldvorak,0,
INV-000367,AWS EMEA SARL,cloud,45775.14,2025-08-08,2025-08-29,PO-56338,CC-358,msrnec,0,
INV-000368,T-Mobile Czech Republic,telecom,8885.83,2025-07-04,2025-07-27,PO-62840,CC-215,kvarga,0,
INV-000369,KPMG Česká republika,consulting,60861.2,2025-02-07,2025-02-21,PO-86426,CC-295,msrnec,0,
INV-000370,ČSA a.s.,travel,25277.03,2025-10-15,2025-10-31,PO-86524,CC-249,tklimes,0,
INV-000371,O2 Czech Republic,telecom,16100.71,2025-06-19,2025-07-06,PO-97566,CC-318,tklimes,0,
INV-000372,Red Hat Czech s.r.o.,software,71990.57,2025-03-21,2025-04-08,PO-96378,CC-395,tklimes,0,
INV-000373,PPL CZ s.r.o.,logistics,7534.86,2025-07-02,2025-07-25,PO-71753,CC-100,tklimes,0,
INV-000374,Makro Cash & Carry,catering,7602.94,2025-02-03,2025-02-17,PO-65255,CC-107,kvarga,0,
INV-000375,O2 Czech Republic,telecom,11058.51,2025-01-23,2025-02-28,PO-99155,CC-227,tklimes,0,
INV-000376,AWS EMEA SARL,cloud,36078.38,2025-09-15,2025-10-08,,CC-220,msrnec,0,
INV-000377,T-Mobile Czech Republic,telecom,6046.3,2025-09-10,2025-10-03,PO-80767,CC-375,tklimes,1,duplicate
INV-000378,Havel & Partners,legal,53925.05,2025-09-24,2025-11-07,PO-52750,CC-317,ldvorak,0,
INV-000379,Alza.cz a.s.,office_supply,6012.0,2025-10-07,2025-11-08,PO-77801,CC-280,kvarga,0,
INV-000380,PwC Česká republika,consulting,93822.16,2025-07-31,2025-08-19,,CC-116,jnovak,0,
INV-000381,Google Cloud EMEA,cloud,42780.79,2025-06-18,2025-07-11,PO-17953,CC-241,jnovak,0,
INV-000382,Office Depot s.r.o.,office_supply,2886.11,2025-08-26,2025-09-18,PO-33006,CC-148,tklimes,0,
INV-000383,Lagardère Travel Retail,travel,2175.53,2025-08-29,2025-09-18,PO-68791,CC-106,msrnec,0,
INV-000384,Deloitte Advisory s.r.o.,consulting,75391.59,2025-12-09,2025-12-26,PO-12220,CC-334,kvarga,0,
INV-000385,Makro Cash & Carry,catering,11110.83,2025-05-28,2025-06-11,PO-74723,CC-135,tklimes,0,
INV-000386,Lagardère Travel Retail,travel,13716.15,2025-04-15,2025-05-23,PO-12521,CC-250,jnovak,0,
INV-000387,Microsoft Ireland Operations,cloud,38632.7,2025-02-14,2025-03-21,PO-41790,CC-277,msrnec,0,
INV-000388,Engie Services a.s.,facility,36167.48,2025-04-08,2025-04-26,PO-84602,CC-261,tklimes,0,
INV-000389,Engie Services a.s.,facility,41650.97,2025-01-22,2025-02-16,PO-85604,CC-382,kvarga,0,
INV-000390,JetBrains s.r.o.,software,7140.35,2025-06-10,2025-07-22,PO-54719,CC-189,ldvorak,0,
INV-000391,KPMG Česká republika,consulting,68988.26,2025-06-12,2025-06-29,PO-40198,CC-333,jnovak,0,
INV-000392,Engie Services a.s.,facility,23109.24,2025-04-14,2025-05-16,PO-44450,CC-244,tklimes,0,
INV-000393,Pražská plynárenská a.s.,utilities,8718.58,2025-07-28,2025-08-13,PO-33745,CC-254,ldvorak,0,
INV-000394,PPL CZ s.r.o.,logistics,15814.75,2025-04-23,2025-05-13,PO-54533,CC-366,ldvorak,0,
INV-000395,Deloitte Advisory s.r.o.,consulting,121669.01,2025-04-02,2025-04-17,PO-93368,CC-376,kvarga,0,
INV-000396,DHL Express,logistics,19131.18,2025-06-09,2025-07-04,PO-90500,CC-212,jnovak,0,
INV-000397,Deloitte Advisory s.r.o.,consulting,32437.48,2025-04-11,2025-05-20,PO-55448,CC-269,msrnec,0,
INV-000398,DHL Express,logistics,11110.04,2025-04-02,2025-05-02,PO-23762,CC-351,jnovak,0,
INV-000399,Makro Cash & Carry,catering,6075.37,2025-11-10,2025-11-25,,CC-399,kvarga,0,
INV-000400,PwC Česká republika,consulting,116621.29,2025-11-21,2025-12-09,PO-63444,CC-332,msrnec,0,
INV-000401,Kinstellar s.r.o.,legal,60047.67,2025-09-15,2025-10-07,PO-80264,CC-251,kvarga,0,
INV-000402,Deloitte Advisory s.r.o.,consulting,112569.39,2025-07-16,2025-08-20,PO-54946,CC-225,ldvorak,0,
INV-000403,Google Cloud EMEA,cloud,38913.73,2025-05-28,2025-06-23,PO-97696,CC-274,jnovak,0,
INV-000404,Deloitte Advisory s.r.o.,consulting,77211.86,2025-10-13,2025-11-06,PO-11115,CC-194,ldvorak,0,
INV-000405,Red Hat Czech s.r.o.,software,107086.01,2025-11-21,2025-12-24,PO-59938,CC-367,jnovak,0,
INV-000406,O2 Czech Republic,telecom,11293.49,2025-09-19,2025-10-14,PO-98012,CC-397,tklimes,0,
INV-000407,PwC Česká republika,consulting,104364.39,2025-10-24,2025-11-09,PO-49493,CC-150,ldvorak,0,
INV-000408,AWS EMEA SARL,cloud,492278.71,2025-06-19,2025-07-21,PO-61058,CC-212,msrnec,1,amount_outlier
INV-000409,JetBrains s.r.o.,software,10814.05,2025-07-30,2025-09-03,PO-82355,CC-195,kvarga,0,
INV-000410,DHL Express,logistics,13088.55,2025-09-03,2025-10-09,PO-62915,CC-297,tklimes,0,
INV-000411,Microsoft Ireland Operations,cloud,27748.21,2025-02-18,2025-03-17,PO-65814,CC-316,kvarga,0,
INV-000412,Makro Cash & Carry,catering,11578.89,2025-07-03,2025-08-02,PO-47483,CC-327,ldvorak,0,
INV-000413,Alza.cz a.s.,office_supply,8604.7,2025-10-15,2025-11-21,PO-25114,CC-123,msrnec,0,
INV-000414,Makro Cash & Carry,catering,11976.4,2025-05-29,2025-06-23,,CC-124,jnovak,0,
INV-000415,PwC Česká republika,consulting,118006.67,2025-02-24,2025-03-23,PO-97338,CC-281,tklimes,0,
INV-000416,Red Hat Czech s.r.o.,software,86768.39,2025-03-21,2025-04-10,PO-70394,CC-217,ldvorak,0,
INV-000417,Engie Services a.s.,facility,19468.27,2025-03-10,2025-04-10,PO-70722,CC-150,ldvorak,0,
INV-000418,PwC Česká republika,consulting,63243.5,2025-12-05,2026-01-04,PO-95378,CC-267,msrnec,0,
INV-000419,Engie Services a.s.,facility,24761.23,2025-10-29,2025-12-12,PO-85097,CC-223,jnovak,0,
INV-000420,Grafton Recruitment,hr_services,127301.87,2025-12-30,2026-01-29,,CC-216,ldvorak,0,
INV-000421,KPMG Česká republika,consulting,79113.34,2025-01-15,2025-02-28,PO-50466,CC-323,msrnec,0,
INV-000422,Deloitte Advisory s.r.o.,consulting,77734.14,2025-02-10,2025-03-11,PO-12632,CC-199,msrnec,0,
INV-000423,Deloitte Advisory s.r.o.,consulting,66367.32,2025-12-15,2026-01-20,PO-19276,CC-143,jnovak,0,
INV-000424,O2 Czech Republic,telecom,11354.0,2025-01-07,2025-02-14,PO-65416,CC-217,kvarga,0,
INV-000425,T-Mobile Czech Republic,telecom,8195.8,2025-07-11,2025-08-11,PO-91651,CC-212,ldvorak,0,
INV-000426,Manpower Group s.r.o.,hr_services,91022.45,2025-02-04,2025-03-09,PO-69236,CC-233,msrnec,0,
INV-000427,Manpower Group s.r.o.,hr_services,184390.67,2025-12-05,2026-01-03,PO-66155,CC-156,msrnec,0,
INV-000428,JetBrains s.r.o.,software,11900.78,2025-09-29,2025-10-27,PO-36088,CC-169,msrnec,0,
INV-000429,Lagardère Travel Retail,travel,2493.64,2025-05-19,2025-06-03,PO-53084,CC-147,jnovak,0,
INV-000430,JetBrains s.r.o.,software,8808.84,2025-11-06,2025-11-22,PO-86388,CC-273,ldvorak,0,
INV-000431,PPL CZ s.r.o.,logistics,10337.39,2025-09-17,2025-10-12,PO-76958,CC-130,tklimes,0,
INV-000432,Booking.com,travel,11473.69,2025-09-01,2025-10-13,PO-64610,CC-155,tklimes,0,
INV-000433,Havel & Partners,legal,40537.21,2025-08-05,2025-08-21,PO-34146,CC-392,kvarga,0,
INV-000434,O2 Czech Republic,telecom,13822.54,2025-09-05,2025-09-19,PO-31579,CC-179,tklimes,0,
INV-000435,Kinstellar s.r.o.,legal,30110.55,2025-02-20,2025-03-30,PO-76716,CC-181,ldvorak,0,
INV-000436,Office Depot s.r.o.,office_supply,3553.06,2025-09-09,2025-09-28,PO-73065,CC-176,msrnec,0,
INV-000437,DHL Express,logistics,17908.12,2025-05-19,2025-06-27,PO-59193,CC-349,msrnec,0,
INV-000438,ČEZ Distribuce a.s.,utilities,35793.08,2025-07-22,2025-08-10,,CC-175,kvarga,0,
INV-000439,Deloitte Advisory s.r.o.,consulting,72709.02,2025-05-22,2025-06-05,PO-98014,CC-363,msrnec,0,
INV-000440,Manpower Group s.r.o.,hr_services,109864.81,2025-01-10,2025-02-05,PO-41532,CC-109,kvarga,0,
INV-000441,PwC Česká republika,consulting,67858.13,2025-09-17,2025-10-27,PO-80169,CC-109,tklimes,0,
INV-000442,PPL CZ s.r.o.,logistics,8298.07,2025-08-25,2025-10-06,PO-48534,CC-157,jnovak,0,
INV-000443,Office Depot s.r.o.,office_supply,6886.08,2025-07-25,2025-08-16,PO-17346,CC-111,ldvorak,0,
INV-000444,Engie Services a.s.,facility,32132.18,2025-07-08,2025-08-12,PO-66227,CC-215,jnovak,0,
INV-000445,Office Depot s.r.o.,office_supply,7085.0,2025-05-13,2025-06-10,PO-22614,CC-277,kvarga,0,
INV-000446,AWS EMEA SARL,cloud,200000.0,2025-11-20,2025-12-26,PO-16775,CC-383,ldvorak,1,round_sum
INV-000447,Pražská plynárenská a.s.,utilities,19704.5,2025-09-24,2025-10-31,PO-16344,CC-285,kvarga,0,
INV-000448,Makro Cash & Carry,catering,10470.64,2025-04-08,2025-04-24,PO-14641,CC-332,msrnec,0,
INV-000449,O2 Czech Republic,telecom,10348.31,2025-07-04,2025-07-26,PO-90306,CC-146,msrnec,0,
INV-000450,PPL CZ s.r.o.,logistics,12283.99,2025-03-20,2025-04-09,PO-74105,CC-387,jnovak,0,
INV-000451,KPMG Česká republika,consulting,66448.75,2025-02-19,2025-03-30,PO-58245,CC-390,tklimes,0,
INV-000452,Red Hat Czech s.r.o.,software,103407.39,2025-10-21,2025-11-13,PO-78041,CC-289,msrnec,0,
INV-000453,DHL Express,logistics,22229.6,2025-04-24,2025-06-07,PO-79965,CC-249,ldvorak,0,
INV-000454,T-Mobile Czech Republic,telecom,9072.58,2025-01-17,2025-02-08,,CC-132,jnovak,0,
INV-000455,Booking.com,travel,7877.13,2025-08-05,2025-09-18,PO-69587,CC-229,msrnec,0,
INV-000456,T-Mobile Czech Republic,telecom,7713.74,2025-04-17,2025-05-08,PO-60123,CC-236,jnovak,0,
INV-000457,Pražská plynárenská a.s.,utilities,12622.09,2025-01-09,2025-01-31,PO-47905,CC-356,jnovak,0,
INV-000458,T-Mobile Czech Republic,telecom,7931.48,2025-06-13,2025-07-06,PO-67826,CC-336,jnovak,0,
INV-000459,Engie Services a.s.,facility,20249.48,2025-11-14,2025-12-26,PO-35052,CC-205,jnovak,0,
INV-000460,Grafton Recruitment,hr_services,137341.79,2025-10-22,2025-11-22,PO-54412,CC-370,ldvorak,0,
INV-000461,Grafton Recruitment,hr_services,88970.95,2025-12-29,2026-01-23,PO-88898,CC-151,kvarga,0,
INV-000462,Havel & Partners,legal,34813.2,2025-08-20,2025-09-27,PO-65831,CC-395,kvarga,0,
INV-000463,T-Mobile Czech Republic,telecom,9536.9,2025-12-11,2025-12-31,PO-17979,CC-232,ldvorak,0,
INV-000464,Havel & Partners,legal,70173.71,2025-10-10,2025-11-23,PO-27103,CC-385,msrnec,0,
INV-000465,JetBrains s.r.o.,software,11964.15,2025-07-25,2025-08-10,PO-12387,CC-145,ldvorak,0,
INV-000466,Google Cloud EMEA,cloud,39936.78,2025-10-06,2025-10-30,PO-71306,CC-349,kvarga,0,
